name,type1,type2,hp,attack,defense,special-attack,special-defense,speed,offensive_index,defensive_index,speed_percentile,physical_special_bias,type_defense_normal,type_defense_fire,type_defense_water,type_defense_grass,type_defense_electric,type_defense_ice,type_defense_fighting,type_defense_poison,type_defense_ground,type_defense_flying,type_defense_psychic,type_defense_bug,type_defense_rock,type_defense_ghost,type_defense_dragon,type_defense_dark,type_defense_steel,type_defense_fairy,Offense_Bias,Defense_Lean,Bulk_Physical,Bulk_Special,Sweep_Index,Num_Resistances,Num_Weaknesses,Type_Synergy,Pivot_Potential,Wall_Potential,Stat_Balance
latios,dragon,psychic,80,90,80,130,110,110,220,230.0,0.8719626168224299,-0.1818181818181818,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,0.25,1.0,-0.5581910688397981,-0.3889061768818425,-0.09364548494983277,0.9596733027054619,0.20968484612508573,-0.6666666666666666,-0.4,-0.6787879722313622,1.3228497415239242,-0.6659345752022486,-0.4103586275013414
leafeon,grass,,65,110,130,60,65,95,170,227.5,0.702803738317757,0.2941176470588235,1.0,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,1.0,0.7568414183828964,0.40120428242022493,0.45484949832775917,-0.6993363961204696,0.4440384932705666,1.0,-0.4,0.721211974435302,0.6930354106517247,-0.22431215305413107,0.18238161551582002
leavanny,bug,grass,75,103,80,70,80,92,173,197.5,0.6757009345794392,0.1907514450867052,1.0,0.25,2.0,1.0,1.0,1.0,0.5,0.25,2.0,0.25,2.0,0.5,2.0,0.5,0.5,2.0,0.25,0.5,0.4712358691062945,-0.21355395431727117,-0.20066889632107024,-0.3547728432873915,0.33634418620470125,1.6666666666666667,0.4,0.4545454391971731,0.2512866745027331,-0.3502956910708348,-0.5784102625164352
ledian,bug,flying,55,35,50,55,110,85,90,187.5,0.5841121495327103,-0.2222222222222222,1.0,0.5,1.0,4.0,0.5,1.0,1.0,0.5,1.0,0.5,2.0,2.0,0.5,0.5,1.0,2.0,0.25,0.5,-0.6698292970023211,-0.560247077894276,-1.0702341137123745,-0.9226646248085758,1.980356844563858,1.3333333333333333,0.0,0.5656564973982445,-0.29236896461217166,-0.4753221370354326,1.250616751165668
lickilicky,normal,,110,85,95,80,95,50,165,245.0,0.1906542056074766,0.0303030303030303,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.027909550623547906,1.0562883809201622,0.9899665551839465,0.5513016845329249,-0.5750448023244132,-0.6666666666666666,-1.6,2.121209867769955,-0.5483915142247429,0.9502916612095631,0.21885793059419287
liepard,dark,,64,88,50,88,50,106,176,132.0,0.8355140186915888,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,0.5,1.0,0.5,-0.05581910874250239,-0.7038600938845351,-0.9498327759197325,-0.2572741194486983,0.6171406214512688,0.0,-0.8,0.5656562381390683,0.4069200835339897,-0.7342205744567243,0.13131475543841006
lilligant,grass,,70,60,75,110,75,90,170,185.0,0.6429906542056075,-0.2941176470588235,1.0,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,1.0,-0.8684796369760743,-0.2582038264575831,-0.4013377926421405,0.27054619703930577,0.32686166836627145,1.0,-0.4,0.721211974435302,0.5089068687306714,-0.34490575161950054,-0.18238161551581977
lokix,bug,dark,71,102,78,52,55,92,154,168.5,0.6757009345794392,0.3246753246753247,1.0,0.5,1.0,2.0,1.0,1.0,0.25,0.5,1.0,0.5,4.0,0.5,1.0,1.0,1.0,1.0,0.5,0.25,0.84127367876204,-0.24034387745262545,-0.3242809364548495,-0.7524247064828994,0.5977379634436967,1.0,-0.8,1.0841748348468534,0.06185167010921046,-0.37773904633332994,-0.04208807062285894
lopunny,normal,,65,76,84,54,96,105,130,212.5,0.8233644859813084,0.1692307692307692,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.4117732500132213,-0.29928170702366585,-0.3451505016722408,-0.7988769780500256,1.4355346981750443,-0.6666666666666666,-1.6,2.121209867769955,0.3864474089627862,-0.6149165314984032,-0.06079387577895004
lucario,fighting,steel,70,110,70,115,70,90,225,175.0,0.6429906542056075,-0.0222222222222222,2.0,0.5,0.5,1.0,0.5,4.0,1.0,0.5,1.0,0.5,0.5,0.5,4.0,1.0,1.0,2.0,0.5,1.0,-0.11722012305876557,-0.32666696334250706,-0.49498327759197325,0.35987748851454826,-0.18871635892116945,1.3333333333333333,0.0,0.5656564973982445,0.5089068687306714,-0.36953827864475775,-0.39081774325351465
ludicolo,water,grass,80,70,70,90,100,70,160,210.0,0.3981308411214953,-0.125,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.5,4.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,1.0,-0.4011998344492177,-0.05281441971499066,-0.3076923076923077,0.14293006636038796,-0.039315910100461586,0.3333333333333333,-0.8,0.7878784868163021,-0.1962820527450957,0.07566064538228272,-0.6253083923321654
lugia,psychic,flying,106,90,130,90,154,110,180,337.0,0.8719626168224299,0.0,1.0,1.0,1.0,2.0,0.5,1.0,4.0,2.0,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,0.25,1.0,-0.055819108393632855,0.17124676239915682,1.8809364548494982,0.7401735579377233,0.652352849451625,0.0,0.0,-0.21212125723139175,1.4415319129511914,-0.47911020663113674,-0.3161281231582473
lumineon,water,,69,69,76,69,86,91,138,196.5,0.6682242990654206,0.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,-0.055819113065449455,-0.2559467998412054,-0.402943143812709,-0.47958141909137314,0.84481719515685,-0.3333333333333333,0.0,-0.545454560802827,0.1906902965913111,-0.38434801881945213,-0.7453857298403206
lunala,psychic,ghost,137,113,89,137,107,97,250,264.5,0.7299065420560747,-0.096,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,0.5,1.0,-0.3210715008294446,-0.15445041192122047,1.4563210702341136,3.0957120980091886,-0.23652450286384485,-0.6666666666666666,-0.4,-0.6787879722313622,1.120724874185486,-0.1576078743489255,-0.5041109730644038
lunatone,rock,psychic,90,55,65,95,85,70,150,195.0,0.3981308411214953,-0.2666666666666666,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.25,1.0,-0.7926313226485251,-0.1408384525733086,-0.2408026755852843,0.48749361919346607,0.07688444044557459,-0.3333333333333333,0.4,-0.795454475981424,-0.1962820527450957,0.11349096807342414,-0.29844264643518476
lurantis,grass,,70,105,90,80,90,45,185,215.0,0.1457943925233644,0.1351351351351351,1.0,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,1.0,0.31756545897097876,1.1795220207405646,-0.12040133779264214,-0.26544155181214907,-0.8132371680781818,1.0,-0.4,0.721211974435302,-0.659256638783964,0.5865463081433424,0.36476321684640306
luvdisc,water,,43,30,55,40,65,97,70,141.5,0.7299065420560747,-0.1428571428571428,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,-0.45053995692851484,-0.5864033996240015,-1.1732441471571906,-1.2557427258805514,3.738381181330293,-0.3333333333333333,0.0,-0.545454560802827,-0.20678086021750777,-0.6682718947400236,1.3496238958470124
luxray,electric,,80,120,79,95,79,70,215,198.0,0.3981308411214953,0.1162790697674418,1.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.26546528916479006,0.10562883942998158,-0.11505016722408026,0.2450229709035222,-0.4852009770478887,-0.3333333333333333,-0.8,0.254545107768717,-0.11112759474603155,0.14375522622633727,-0.31265419356063096
mabosstiff,dark,,80,120,90,60,70,85,180,200.0,0.5841121495327103,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,0.5,1.0,0.5,0.8651961566107689,0.019675963575456496,0.12040133779264214,-0.46962736089841756,0.09901784277829204,0.0,-0.8,0.5656562381390683,0.08353398988919189,-0.11384358093472627,0.0
machamp,fighting,,90,130,80,65,85,55,195,210.0,0.2308411214953271,0.3333333333333333,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,0.5,0.5,2.0,1.0,1.0,2.0,1.0,0.5,0.8651961581851542,0.5073385096723986,0.12040133779264214,-0.20163348647269014,-0.6586254735711371,0.3333333333333333,0.0,0.047137987110175195,-0.5837108719716073,0.5335536324162041,0.3979235208428447
magcargo,fire,rock,60,50,120,90,80,30,140,230.0,0.0448598130841121,-0.2857142857142857,1.0,1.0,0.5,2.0,1.0,4.0,0.5,1.0,0.5,2.0,1.0,4.0,0.5,1.0,0.5,1.0,1.0,1.0,-0.8452607672443969,3.644194866442063,0.12040133779264214,-0.3164880040837162,-0.9286043138272901,0.3333333333333333,0.0,0.047137987110175195,-0.7980234853758457,0.9881219839007044,2.1885793132371933
magearna,steel,fairy,80,95,115,130,115,65,225,270.0,0.3289719626168224,-0.1555555555555555,1.0,0.25,0.5,1.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.25,2.0,-0.4856262294698666,0.8951367009786664,0.6555183946488294,0.9596733027054619,-0.6313843647516891,0.0,0.8,-0.6787877855647647,0.11383217884490271,0.5615107949908826,2.805870969114467e-09
magmortar,fire,,75,95,67,125,95,83,220,199.5,0.5560747663551402,-0.1363636363636363,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,1.0,-0.4325980780305179,-0.2903732531549762,-0.46153846153846156,0.6980602348136804,-0.27926208753832715,0.0,0.0,-0.21212125723139175,0.3686450832486962,-0.22663939793872587,-0.1469941343234227
magnezone,electric,steel,70,70,115,130,90,60,200,240.0,0.2775700934579439,-0.3,1.0,0.5,1.0,0.5,0.25,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,2.0,-0.8847328458230771,1.0768273296763315,0.34782608695652173,0.6278713629402757,-0.5871175648326392,0.3333333333333333,0.0,0.047137987110175195,-0.039941115384176426,0.5809045023625062,0.18238161551582002
malamar,dark,psychic,86,92,88,68,75,73,160,206.0,0.4401869158878504,0.15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,0.5,0.5,0.3586377586517487,0.20040540170848134,0.2188628762541806,-0.20214395099540583,0.035384315748563044,0.0,-0.8,0.5656562381390683,-0.1405014321742803,0.17836165989985808,-0.7080697985113992
mamoswine,ice,ground,110,130,80,70,60,80,200,195.0,0.5214953271028038,0.3,1.0,1.0,0.5,1.0,2.0,0.5,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.7730946321058617,-0.05281441751438986,0.5484949832775919,0.27054619703930577,-0.1887163598065053,-0.6666666666666666,0.8,-1.378787694731456,-0.031154069999657485,0.12563092515540158,0.18238161551582002
manaphy,water,,100,100,100,100,100,100,200,250.0,0.7700934579439253,0.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,-0.05581910685860759,-0.05281441443354868,0.8695652173913043,0.8575803981623277,0.20968484521962855,-0.3333333333333333,0.0,-0.545454560802827,0.9553914799895007,-0.34797852083942016,-1.094289685799654
mandibuzz,dark,flying,110,65,105,55,95,80,120,255.0,0.5214953271028038,0.0833333333333333,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0,1.0,0.5,0.5,0.5,0.17443469954274637,0.33229072692843886,1.2842809364548495,-0.15058703420112302,0.8736868447431584,0.3333333333333333,-0.4,0.37121196151864055,0.044734049230277774,0.28153618311689615,-3.3160292829568926e-09
manectric,electric,,70,75,60,105,60,105,180,155.0,0.8233644859813084,-0.1666666666666666,1.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,-0.5163267408958342,-0.5809586135116017,-0.6822742474916388,0.1812149055640633,0.5416858481169583,-0.3333333333333333,-0.8,0.254545107768717,0.6908671786737266,-0.6715763809830846,-0.27357242327372966
mantine,water,flying,85,40,70,80,140,70,120,252.5,0.3981308411214953,-0.3333333333333333,1.0,2.0,0.5,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,-0.9768343785147865,-0.05281441971499066,-0.2140468227424749,0.0408371618172537,0.5416858416613836,-0.3333333333333333,0.0,-0.545454560802827,-0.25710666560157014,0.11349096807342414,1.6414345077255963
maractus,grass,,75,86,67,106,67,60,192,171.5,0.2775700934579439,-0.1041666666666666,1.0,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,1.0,-0.3436363778480544,0.09095816401047846,-0.46153846153846156,0.3343542623787647,-0.5373174144637484,1.0,-0.4,0.721211974435302,-0.37188601946844074,0.19967962602887407,-0.25533426172214757
marowak,ground,,60,80,110,50,80,45,130,220.0,0.1457943925233644,0.2307692307692307,1.0,2.0,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5818068370353301,1.7272271097343437,-0.04013377926421405,-0.9290454313425217,-0.4032400893027189,-1.0,0.4,-1.7676765396388732,-0.6892695340583594,0.6894085171117986,0.48635095984812904
marshadow,fighting,ghost,90,125,80,90,90,125,215,215.0,0.9532710280373832,0.1627906976744186,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,1.0,1.0,1.0,0.5,0.39397904718860816,-0.4964555403633995,0.12040133779264214,0.37263910158244,0.5339648966303024,0.0,0.0,-0.21212125723139175,1.0169007976811324,-0.7903565419760424,-0.4787517336047451
masquerain,bug,flying,70,60,62,100,82,80,160,179.0,0.5214953271028038,-0.25,1.0,0.5,1.0,4.0,0.5,1.0,1.0,0.5,1.0,0.5,2.0,2.0,0.5,0.5,1.0,2.0,0.25,0.5,-0.7465805585860209,-0.33009012151322653,-0.6448160535117057,0.09188361408882083,0.20968484272962104,1.3333333333333333,0.0,0.5656564973982445,0.05991167307626472,-0.23606927331526611,-0.36476323103163955
mawile,steel,fairy,50,85,85,55,55,50,140,165.0,0.1906542056074766,0.2142857142857142,1.0,0.25,0.5,1.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.25,2.0,0.5362621280693126,0.8098210903252566,-0.6688963210702341,-0.9928534966819806,-0.35945973643812296,0.0,0.8,-0.6787877855647647,-0.6726083830695315,0.2641070331153852,-0.3282869141294504
medicham,fighting,psychic,60,60,75,60,75,80,120,180.0,0.5214953271028038,0.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,0.25,0.5,2.0,1.0,1.0,2.0,0.5,0.5,-0.05581911606876013,-0.12983544640295563,-0.6020066889632107,-0.7759060745278203,0.8736868447431584,0.3333333333333333,0.4,-0.21212119889807587,-0.14498624884456038,-0.21736064235988675,-0.7295264620632789
meganium,grass,,80,82,100,83,100,80,165,240.0,0.5214953271028038,-0.006060606060606,1.0,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,1.0,-0.07256484187164246,0.2552696980398731,0.33444816053511706,0.0,0.14932102422756363,1.0,-0.4,0.721211974435302,0.2192767234591288,0.0632688219708037,-0.8207172641217635
melmetal,steel,,135,143,143,80,65,34,223,275.5,0.0719626168224299,0.2825112107623318,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,0.724772308343441,3.8979112119384918,3.3591973244147155,1.0617662072485963,-1.174893333369607,0.0,-0.4,0.12121196300673746,-0.701229045179107,2.0215799071116987,2.4138742643447753
meltan,steel,,46,65,65,55,35,34,120,123.0,0.0719626168224299,0.0833333333333333,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,0.17443469954274637,1.0707864346639826,-1.0060200668896322,-1.0490045941807045,-0.6535177694330062,0.0,-0.4,0.12121196300673746,-0.9175044791107961,0.17086611793389034,-0.09655499958319516
meowscarada,grass,dark,76,110,70,81,70,123,191,178.0,0.9429906542056076,0.1518324607329843,1.0,0.5,2.0,0.5,1.0,1.0,0.5,0.5,2.0,0.5,2.0,0.25,2.0,2.0,0.5,0.5,0.5,0.5,0.3637009347994199,-0.5838211827220242,-0.3826086956521739,-0.12353241449719245,0.7832991450454607,2.0,0.4,0.5656565492500845,0.7535861415741362,-0.8121379421513415,-0.26575606374490096
mesprit,psychic,,80,105,105,105,105,80,210,250.0,0.5214953271028038,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,-0.05581910620073961,0.33229072692843886,0.4414715719063545,0.4492087799897907,-0.26460230325964534,-0.6666666666666666,-0.8,-0.21212154889792856,0.4241746453799539,0.09444987356310265,-0.7523241580183597
metagross,steel,psychic,80,135,130,95,90,70,230,260.0,0.3981308411214953,0.1739130434782608,1.0,0.5,0.5,1.0,0.5,2.0,2.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.25,2.0,0.42471059900428604,1.0034739745848242,0.9765886287625418,0.2450229709035222,-0.5697957725189865,0.3333333333333333,0.4,-0.21212119889807587,0.19907793082198807,0.5296245176759792,-0.07816354448198022
mew,psychic,,100,100,100,100,100,100,200,250.0,0.7700934579439253,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,-0.05581910685860759,-0.05281441443354868,0.8695652173913043,0.8575803981623277,0.20968484521962855,-0.6666666666666666,-0.8,-0.21212154889792856,0.9553914799895007,-0.34797852083942016,-1.094289685799654
mewtwo,psychic,,106,110,90,154,90,130,264,233.0,0.966355140186916,-0.1666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,-0.5163267368256909,-0.4319948633256173,0.7464882943143812,2.4716692189892804,0.17950293812592033,-0.6666666666666666,-0.8,-0.21212154889792856,2.007600223670246,-0.7768766560211168,-0.3161281231582473
mienshao,fighting,,65,125,60,95,60,105,220,152.5,0.8233644859813084,0.1363636363636363,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,0.5,0.5,2.0,1.0,1.0,2.0,1.0,0.5,0.3209598668251626,-0.5809586135116017,-0.7625418060200669,-0.11868300153139356,0.11913911766889833,0.3333333333333333,0.0,0.047137987110175195,0.5781191158178226,-0.6864868676895797,0.09119080775791014
mightyena,dark,,70,90,70,60,60,70,150,165.0,0.3981308411214953,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,0.5,1.0,0.5,0.49679004692494755,-0.05281441971499066,-0.49498327759197325,-0.622766717713119,0.07688444044557459,0.0,-0.8,0.5656562381390683,-0.37875589131451903,0.0,-0.5471448465474593
milotic,water,,95,60,79,100,125,81,160,251.5,0.5495327102803739,-0.25,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,-0.7465805585860209,-0.08324247812439287,0.2020066889632107,0.7299642674834099,0.23458491801262932,-0.3333333333333333,0.0,-0.545454560802827,0.250202558513734,-0.026738129539890666,0.09119080775791014
miltank,normal,,95,80,105,40,70,100,120,222.5,0.7700934579439253,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.8651961463772663,0.008802408831345815,0.862876254180602,-0.7248596222562532,1.5376888509067084,-0.6666666666666666,-1.6,2.121209867769955,0.37105296191899934,-0.34797852083942016,0.6839310342467376
minun,electric,,60,40,50,75,85,95,115,165.0,0.702803738317757,-0.3043478260869565,1.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,-0.8967460955202476,-0.636552740442339,-1.0033444816053512,-0.5461970393057682,1.5088191972723726,-0.3333333333333333,-0.8,0.254545107768717,0.055860502801583896,-0.5882589991839531,0.41035861325277845
miraidon,electric,dragon,100,85,100,135,115,135,220,265.0,0.9766355140186916,-0.2272727272727272,1.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,-0.6837840596490778,-0.37230905121822727,0.8695652173913043,1.7508933129147524,0.6624134884060239,-0.3333333333333333,-0.8,0.254545107768717,1.9199123577810997,-0.7932781913982612,-0.45058986510776305
mismagius,ghost,,60,60,60,105,105,105,165,195.0,0.8233644859813084,-0.2727272727272727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,-0.8093770535030368,-0.5809586135116017,-0.842809364548495,-0.08677896886166411,0.7529592130208775,-1.0,-0.8,-0.9898992063053373,0.6908671786737266,-0.7013973543960749,-0.27357242327372966
moltres,fire,flying,90,100,90,125,85,90,225,220.0,0.6429906542056075,-0.1111111111111111,1.0,0.5,0.5,4.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,4.0,0.25,1.0,0.5,1.0,1.0,1.0,-0.3628241939994995,-0.05281441580281141,0.3612040133779264,1.1766207248596223,-0.18871635892116945,0.3333333333333333,0.0,0.047137987110175195,0.7810770407057023,-0.17247806244270042,-0.5793298296323611
mothim,bug,flying,70,94,50,94,50,66,188,135.0,0.3542056074766355,0.0,1.0,0.5,1.0,4.0,0.5,1.0,1.0,0.5,1.0,0.5,2.0,2.0,0.5,0.5,1.0,2.0,0.25,0.5,-0.0558191077404307,-0.3515626532545529,-0.8695652173913043,-0.015313935681470138,-0.3836786520741801,1.3333333333333333,0.0,0.5656564973982445,-0.3708361387211994,-0.09450024682900293,-0.13131477002893882
mr-rime,ice,psychic,80,85,75,110,100,70,195,215.0,0.3981308411214953,-0.1282051282051282,1.0,0.5,0.5,2.0,1.0,0.5,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,0.25,1.0,-0.4100557477505358,0.03520961314332729,-0.20066889632107024,0.5513016845329249,-0.35216300820570884,0.3333333333333333,0.8,-0.4242423553719202,-0.04422052060390968,0.11349096807342414,-0.4689812929463982
mudsdale,ground,,100,125,100,55,85,35,180,235.0,0.0813084112149532,0.3888888888888889,1.0,2.0,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0186987007781692,2.2358103843018298,0.8695652173913043,-0.29096477794793263,-1.0076521705683745,-1.0,0.4,-1.7676765396388732,-0.8263246185623478,1.1370253579020546,1.7195980426232371
muk,poison,,105,105,75,65,100,50,170,227.5,0.1906542056074766,0.2352941176470588,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5943093128469994,0.563353799730351,0.3010033444816054,0.04721796835119959,-0.6105529308680896,0.0,-0.8,0.5656562381390683,-0.6726083830695315,0.7052257226044994,0.10942896164946438
munkidori,poison,psychic,88,75,66,130,90,106,205,200.0,0.8355140186915888,-0.2682926829268293,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,0.5,0.5,1.0,1.0,0.5,2.0,-0.797124076417677,-0.517847042413525,-0.2520401337792642,1.225114854517611,0.2777045634021424,0.3333333333333333,-0.4,0.37121196151864055,1.0694633055267087,-0.6201755004583968,-0.03316029046436245
musharna,psychic,,116,55,85,107,95,29,162,238.0,0.0242990654205607,-0.3209876543209876,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,-0.942722698074503,2.326869705985327,0.8321070234113712,1.4732006125574273,-1.069133838416762,-0.6666666666666666,-0.8,-0.21212154889792856,-0.8780654806057351,1.2715320525090925,2.1885793082059766
naganadel,poison,dragon,73,73,73,127,73,121,200,182.5,0.9364485981308412,-0.27,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,2.0,1.0,0.5,2.0,-0.8018414719266301,-0.5416751597076723,-0.3802006688963211,0.6715160796324655,0.6280061104970693,0.3333333333333333,-0.4,0.37121196151864055,1.3616496821828392,-0.8018416466013158,-0.2848151199496055
necrozma,psychic,,97,107,101,127,89,79,234,238.5,0.4934579439252336,-0.0854700854700854,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,-0.2919768654115718,0.2903678881701817,0.8152508361204014,1.4494640122511486,-0.43729146965761867,-0.6666666666666666,-0.8,-0.21212154889792856,0.48271690878590423,0.23536404759266188,-0.4294048092262094
nidoking,poison,ground,81,102,77,85,75,85,187,192.5,0.5841121495327103,0.0909090909090909,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,0.19536687359804936,-0.16879902490220655,-0.13725752508361205,0.06253190403266973,0.028593387760105334,-0.6666666666666666,0.0,-0.9898989470462262,0.18377477775622228,-0.180578083599472,-0.7003453986199679
nidoqueen,poison,ground,90,92,87,75,85,76,167,217.0,0.4794392523364486,0.1017964071856287,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,0.22544902511150136,0.12555006950998546,0.28896321070234116,0.02807554874936192,0.03076214656023458,-0.6666666666666666,0.0,-0.9898989470462262,-0.023279964395348605,0.12480480359463633,-0.8462506915189747
nihilego,rock,poison,109,53,47,127,131,103,180,232.5,0.8084112149532711,-0.4111111111111111,1.0,2.0,1.0,2.0,1.0,2.0,0.5,0.5,0.25,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.5,2.0,-1.1917379352323954,-0.722822589577356,-0.4353177257525084,1.83843797856049,0.49741904758309186,0.6666666666666666,0.8,-0.2121211600091969,0.7605701308927406,-0.5688955157718696,0.8614620847589293
ninetales,fire,,73,76,75,81,100,100,157,211.5,0.7700934579439253,-0.0318471337579617,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,1.0,-0.14381419958393907,-0.360898530758022,-0.3411371237458194,-0.1855538540071465,0.7552661097740077,0.0,0.0,-0.21212125723139175,0.48792066553309976,-0.53290885461268,-0.6895524048983163
