name,type1,type2,hp,attack,defense,special-attack,special-defense,speed,offensive_index,defensive_index,speed_percentile,physical_special_bias,type_defense_normal,type_defense_fire,type_defense_water,type_defense_grass,type_defense_electric,type_defense_ice,type_defense_fighting,type_defense_poison,type_defense_ground,type_defense_flying,type_defense_psychic,type_defense_bug,type_defense_rock,type_defense_ghost,type_defense_dragon,type_defense_dark,type_defense_steel,type_defense_fairy,cluster,archetype
heracross,bug,fighting,80,125,75,40,95,85,165,210.0,0.5486798679867987,0.5151515151515151,2.0,0.5,1.0,2.0,1.0,2.0,0.5,0.25,1.0,0.25,1.0,0.5,2.0,0.5,1.0,4.0,0.5,0.25,1,Physical Attacker
hippowdon,ground,,108,112,118,68,72,47,180,244.0,0.1518151815181518,0.2444444444444444,1.0,2.0,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2,Generalist
hitmonchan,fighting,,50,105,79,35,110,76,140,214.0,0.4463696369636963,0.5,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,0.5,0.5,2.0,1.0,1.0,2.0,1.0,0.5,1,Physical Attacker
hitmonlee,fighting,,50,120,53,35,110,87,155,188.0,0.5742574257425742,0.5483870967741935,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,0.5,0.5,2.0,1.0,1.0,2.0,1.0,0.5,1,Physical Attacker
hitmontop,fighting,,50,95,95,35,110,70,130,230.0,0.3729372937293729,0.4615384615384615,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,0.5,0.5,2.0,1.0,1.0,2.0,1.0,0.5,1,Physical Attacker
ho-oh,fire,flying,106,130,90,110,154,90,240,297.0,0.6056105610561056,0.0833333333333333,1.0,0.5,0.5,4.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,4.0,0.25,1.0,0.5,1.0,1.0,1.0,6,Fast Attacker
honchkrow,dark,flying,100,125,52,105,52,71,230,154.0,0.4001650165016501,0.0869565217391304,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0,1.0,0.5,0.5,0.5,7,Generalist
hoopa,psychic,ghost,80,110,60,150,130,70,260,230.0,0.3729372937293729,-0.1538461538461538,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,0.5,1.0,0,Fast Attacker
houndoom,dark,fire,75,90,50,110,80,95,200,167.5,0.6757425742574258,-0.1,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,0.5,2.0,0.5,0.5,2.0,0.5,6,Fast Attacker
houndstone,ghost,,72,101,100,50,97,68,151,233.0,0.3432343234323432,0.3377483443708609,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,7,Generalist
huntail,water,,55,104,105,94,75,52,198,207.5,0.1988448844884488,0.0505050505050505,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,2,Generalist
hydrapple,grass,dragon,106,80,110,120,80,44,200,243.0,0.1212871287128712,-0.2,1.0,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.25,1.0,3,Balanced All-Rounder
hydreigon,dark,dragon,92,105,90,125,90,98,230,226.0,0.7211221122112211,-0.0869565217391304,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,0.5,0.5,0.5,11,Balanced All-Rounder
hypno,psychic,,85,73,70,73,115,67,146,227.5,0.3366336633663366,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,Fast Attacker
illumise,bug,,65,47,75,73,85,85,120,192.5,0.5486798679867987,-0.2166666666666666,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,2.0,0.5,0.5,7,Generalist
incineroar,fire,dark,95,115,90,80,90,60,195,227.5,0.2599009900990099,0.1794871794871795,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,0.5,2.0,0.5,0.5,2.0,0.5,6,Fast Attacker
infernape,fire,fighting,76,104,71,104,71,108,208,180.0,0.8341584158415841,0.0,2.0,0.5,0.5,2.0,1.0,4.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,2.0,0.5,6,Fast Attacker
inteleon,water,,70,85,65,125,65,120,210,165.0,0.9191419141914192,-0.1904761904761904,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,2,Generalist
iron-boulder,rock,psychic,90,120,80,68,108,124,188,233.0,0.9389438943894388,0.2765957446808511,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.25,1.0,4,Defensive Tank
iron-bundle,ice,water,56,80,114,124,60,136,204,202.0,0.9793729372937292,-0.2156862745098039,1.0,1.0,0.25,1.0,1.0,0.5,1.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,10,Defensive Tank
iron-crown,steel,psychic,90,72,100,122,108,98,194,253.0,0.7211221122112211,-0.2577319587628865,1.0,0.5,0.5,1.0,0.5,2.0,2.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.25,2.0,0,Fast Attacker
iron-hands,fighting,electric,154,140,108,50,68,50,190,253.0,0.1765676567656765,0.4736842105263157,2.0,1.0,2.0,0.5,0.5,2.0,1.0,0.5,1.0,1.0,0.5,0.5,2.0,1.0,0.5,2.0,1.0,0.5,1,Physical Attacker
iron-jugulis,dark,flying,94,80,86,122,80,108,202,213.0,0.8341584158415841,-0.2079207920792079,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0,1.0,0.5,0.5,0.5,7,Generalist
iron-leaves,grass,psychic,90,130,88,70,108,104,200,241.0,0.7978547854785478,0.3,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,0.5,1.0,0.25,1.0,3,Balanced All-Rounder
iron-moth,fire,poison,80,70,60,140,110,110,210,210.0,0.8597359735973598,-0.3333333333333333,1.0,0.5,0.5,4.0,1.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,0.25,0.5,0.5,1.0,2.0,2.0,6,Fast Attacker
iron-thorns,rock,electric,100,134,110,70,84,72,204,244.0,0.4059405940594059,0.3137254901960784,1.0,2.0,2.0,0.5,0.5,2.0,0.5,1.0,0.5,4.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,4,Defensive Tank
iron-treads,ground,steel,90,112,120,72,70,106,184,235.0,0.8217821782178217,0.217391304347826,1.0,1.0,0.5,0.5,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,0,Fast Attacker
iron-valiant,fairy,fighting,74,130,90,120,60,116,250,187.0,0.9042904290429042,0.04,2.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,0.5,2.0,1.0,2.0,4.0,0.5,0.5,1,Physical Attacker
jellicent,water,ghost,100,60,70,85,105,60,145,225.0,0.2599009900990099,-0.1724137931034483,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.5,0.5,2.0,1.0,2,Generalist
jirachi,steel,psychic,100,100,100,100,100,100,200,250.0,0.7533003300330033,0.0,1.0,0.5,0.5,1.0,0.5,2.0,2.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.25,2.0,0,Fast Attacker
jolteon,electric,,65,65,60,110,95,130,175,187.5,0.9628712871287128,-0.2571428571428571,1.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,5,Speed Sweeper
jumpluff,grass,flying,75,55,70,55,95,110,110,202.5,0.8597359735973598,0.0,1.0,0.5,2.0,1.0,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.25,1.0,3,Balanced All-Rounder
jynx,ice,psychic,65,50,35,115,95,95,165,162.5,0.6757425742574258,-0.3939393939393939,1.0,0.5,0.5,2.0,1.0,0.5,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,0.25,1.0,11,Balanced All-Rounder
kabutops,rock,water,60,115,105,65,70,80,180,205.0,0.4867986798679868,0.2777777777777778,1.0,4.0,0.5,0.5,1.0,2.0,0.5,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,4,Defensive Tank
kangaskhan,normal,,105,95,80,40,80,90,135,212.5,0.6056105610561056,0.4074074074074074,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,7,Generalist
kartana,grass,steel,59,181,131,59,31,109,240,191.5,0.844059405940594,0.5083333333333333,1.0,0.25,1.0,0.5,0.5,2.0,1.0,0.5,2.0,0.5,1.0,0.5,4.0,1.0,0.5,1.0,0.25,2.0,10,Defensive Tank
kecleon,normal,,60,90,70,60,120,40,150,220.0,0.1006600660066006,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,7,Generalist
kilowattrel,electric,flying,70,70,60,105,60,125,175,155.0,0.9455445544554456,-0.2,1.0,1.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.5,1.0,0.5,1.0,0.5,1.0,5,Speed Sweeper
kingambit,dark,steel,100,135,120,60,85,50,195,255.0,0.1765676567656765,0.3846153846153846,1.0,0.5,0.5,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,11,Balanced All-Rounder
kingdra,water,dragon,75,95,95,95,95,85,190,227.5,0.5486798679867987,0.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2,Generalist
kingler,water,,55,130,115,50,50,75,180,192.5,0.4298679867986799,0.4444444444444444,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,2,Generalist
klawf,rock,,70,100,115,35,55,75,135,205.0,0.4298679867986799,0.4814814814814814,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,4,Defensive Tank
kleavor,bug,rock,70,135,95,45,70,85,180,200.0,0.5486798679867987,0.5,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,2.0,0.25,0.5,4,Defensive Tank
klefki,steel,fairy,57,80,91,80,87,75,160,206.5,0.4298679867986799,0.0,1.0,0.25,0.5,1.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.25,2.0,11,Balanced All-Rounder
klinklang,steel,,60,100,115,70,85,90,170,230.0,0.6056105610561056,0.1764705882352941,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,11,Balanced All-Rounder
komala,normal,,65,115,65,75,95,65,190,192.5,0.3085808580858086,0.2105263157894736,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,7,Generalist
kommo-o,dragon,fighting,75,110,125,100,105,85,210,267.5,0.5486798679867987,0.0476190476190476,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,0.5,0.5,2.0,1.0,2.0,2.0,0.5,0.5,1,Physical Attacker
koraidon,fighting,dragon,100,135,115,85,100,135,220,265.0,0.9735973597359736,0.2272727272727272,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,0.5,0.5,2.0,1.0,2.0,2.0,0.5,0.5,1,Physical Attacker
kricketune,bug,,77,85,51,55,51,65,140,140.5,0.3085808580858086,0.2142857142857142,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,2.0,0.5,0.5,7,Generalist
krookodile,ground,dark,95,117,80,65,70,92,182,197.5,0.6402640264026402,0.2857142857142857,1.0,2.0,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,2.0,0.5,2.0,2.0,1.0,0.5,2.0,0.5,2,Generalist
kyogre,water,,100,100,90,150,140,90,250,280.0,0.6056105610561056,-0.2,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,2,Generalist
kyurem,dragon,ice,125,130,90,130,90,95,260,242.5,0.6757425742574258,0.0,1.0,0.5,0.5,2.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,0.25,1.0,11,Balanced All-Rounder
lanturn,water,electric,125,58,58,76,76,67,134,196.5,0.3366336633663366,-0.1343283582089552,1.0,2.0,1.0,0.25,0.5,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,0.25,1.0,2.0,1.0,2,Generalist
lapras,water,ice,130,85,80,85,95,60,170,240.0,0.2599009900990099,0.0,1.0,1.0,0.25,1.0,1.0,0.5,1.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,10,Defensive Tank
latias,dragon,psychic,80,80,90,110,130,110,190,260.0,0.8597359735973598,-0.1578947368421052,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,0.25,1.0,0,Fast Attacker
latios,dragon,psychic,80,90,80,130,110,110,220,230.0,0.8597359735973598,-0.1818181818181818,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,0.25,1.0,0,Fast Attacker
leafeon,grass,,65,110,130,60,65,95,170,227.5,0.6757425742574258,0.2941176470588235,1.0,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,1.0,3,Balanced All-Rounder
leavanny,bug,grass,75,103,80,70,80,92,173,197.5,0.6402640264026402,0.1907514450867052,1.0,0.25,2.0,1.0,1.0,1.0,0.5,0.25,2.0,0.25,2.0,0.5,2.0,0.5,0.5,2.0,0.25,0.5,3,Balanced All-Rounder
ledian,bug,flying,55,35,50,55,110,85,90,187.5,0.5486798679867987,-0.2222222222222222,1.0,0.5,1.0,4.0,0.5,1.0,1.0,0.5,1.0,0.5,2.0,2.0,0.5,0.5,1.0,2.0,0.25,0.5,7,Generalist
lickilicky,normal,,110,85,95,80,95,50,165,245.0,0.1765676567656765,0.0303030303030303,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,7,Generalist
liepard,dark,,64,88,50,88,50,106,176,132.0,0.8217821782178217,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,0.5,1.0,0.5,7,Generalist
lilligant,grass,,70,60,75,110,75,90,170,185.0,0.6056105610561056,-0.2941176470588235,1.0,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,1.0,3,Balanced All-Rounder
lokix,bug,dark,71,102,78,52,55,92,154,168.5,0.6402640264026402,0.3246753246753247,1.0,0.5,1.0,2.0,1.0,1.0,0.25,0.5,1.0,0.5,4.0,0.5,1.0,1.0,1.0,1.0,0.5,0.25,7,Generalist
lopunny,normal,,65,76,84,54,96,105,130,212.5,0.8094059405940595,0.1692307692307692,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,7,Generalist
lucario,fighting,steel,70,110,70,115,70,90,225,175.0,0.6056105610561056,-0.0222222222222222,2.0,0.5,0.5,1.0,0.5,4.0,1.0,0.5,1.0,0.5,0.5,0.5,4.0,1.0,1.0,2.0,0.5,1.0,1,Physical Attacker
ludicolo,water,grass,80,70,70,90,100,70,160,210.0,0.3729372937293729,-0.125,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.5,4.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,1.0,10,Defensive Tank
lugia,psychic,flying,106,90,130,90,154,110,180,337.0,0.8597359735973598,0.0,1.0,1.0,1.0,2.0,0.5,1.0,4.0,2.0,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,0.25,1.0,0,Fast Attacker
lumineon,water,,69,69,76,69,86,91,138,196.5,0.6320132013201321,0.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,2,Generalist
lunala,psychic,ghost,137,113,89,137,107,97,250,264.5,0.7095709570957096,-0.096,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,0.5,1.0,0,Fast Attacker
lunatone,rock,psychic,90,55,65,95,85,70,150,195.0,0.3729372937293729,-0.2666666666666666,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.25,1.0,4,Defensive Tank
lurantis,grass,,70,105,90,80,90,45,185,215.0,0.1353135313531353,0.1351351351351351,1.0,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,1.0,3,Balanced All-Rounder
luvdisc,water,,43,30,55,40,65,97,70,141.5,0.7095709570957096,-0.1428571428571428,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,2,Generalist
luxray,electric,,80,120,79,95,79,70,215,198.0,0.3729372937293729,0.1162790697674418,1.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,5,Speed Sweeper
mabosstiff,dark,,80,120,90,60,70,85,180,200.0,0.5486798679867987,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,0.5,1.0,0.5,7,Generalist
machamp,fighting,,90,130,80,65,85,55,195,210.0,0.2153465346534653,0.3333333333333333,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,0.5,0.5,2.0,1.0,1.0,2.0,1.0,0.5,1,Physical Attacker
magcargo,fire,rock,60,50,120,90,80,30,140,230.0,0.0404290429042904,-0.2857142857142857,1.0,1.0,0.5,2.0,1.0,4.0,0.5,1.0,0.5,2.0,1.0,4.0,0.5,1.0,0.5,1.0,1.0,1.0,10,Defensive Tank
magearna,steel,fairy,80,95,115,130,115,65,225,270.0,0.3085808580858086,-0.1555555555555555,1.0,0.25,0.5,1.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.25,2.0,11,Balanced All-Rounder
magmortar,fire,,75,95,67,125,95,83,220,199.5,0.5206270627062707,-0.1363636363636363,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,1.0,6,Fast Attacker
magnezone,electric,steel,70,70,115,130,90,60,200,240.0,0.2599009900990099,-0.3,1.0,0.5,1.0,0.5,0.25,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,2.0,10,Defensive Tank
malamar,dark,psychic,86,92,88,68,75,73,160,206.0,0.41006600660066,0.15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,0.5,0.5,0,Fast Attacker
mamoswine,ice,ground,110,130,80,70,60,80,200,195.0,0.4867986798679868,0.3,1.0,1.0,0.5,1.0,2.0,0.5,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,10,Defensive Tank
manaphy,water,,100,100,100,100,100,100,200,250.0,0.7533003300330033,0.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,2,Generalist
mandibuzz,dark,flying,110,65,105,55,95,80,120,255.0,0.4867986798679868,0.0833333333333333,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0,1.0,0.5,0.5,0.5,7,Generalist
manectric,electric,,70,75,60,105,60,105,180,155.0,0.8094059405940595,-0.1666666666666666,1.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,5,Speed Sweeper
mantine,water,flying,85,40,70,80,140,70,120,252.5,0.3729372937293729,-0.3333333333333333,1.0,2.0,0.5,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,2,Generalist
maractus,grass,,75,86,67,106,67,60,192,171.5,0.2599009900990099,-0.1041666666666666,1.0,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,1.0,3,Balanced All-Rounder
marowak,ground,,60,80,110,50,80,45,130,220.0,0.1353135313531353,0.2307692307692307,1.0,2.0,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2,Generalist
marshadow,fighting,ghost,90,125,80,90,90,125,215,215.0,0.9455445544554456,0.1627906976744186,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,1.0,1.0,1.0,0.5,1,Physical Attacker
masquerain,bug,flying,70,60,62,100,82,80,160,179.0,0.4867986798679868,-0.25,1.0,0.5,1.0,4.0,0.5,1.0,1.0,0.5,1.0,0.5,2.0,2.0,0.5,0.5,1.0,2.0,0.25,0.5,7,Generalist
mawile,steel,fairy,50,85,85,55,55,50,140,165.0,0.1765676567656765,0.2142857142857142,1.0,0.25,0.5,1.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.25,2.0,11,Balanced All-Rounder
medicham,fighting,psychic,60,60,75,60,75,80,120,180.0,0.4867986798679868,0.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,0.25,0.5,2.0,1.0,1.0,2.0,0.5,0.5,1,Physical Attacker
meganium,grass,,80,82,100,83,100,80,165,240.0,0.4867986798679868,-0.006060606060606,1.0,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,1.0,3,Balanced All-Rounder
melmetal,steel,,135,143,143,80,65,34,223,275.5,0.0651815181518151,0.2825112107623318,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,11,Balanced All-Rounder
meltan,steel,,46,65,65,55,35,34,120,123.0,0.0651815181518151,0.0833333333333333,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,11,Balanced All-Rounder
meowscarada,grass,dark,76,110,70,81,70,123,191,178.0,0.9348184818481848,0.1518324607329843,1.0,0.5,2.0,0.5,1.0,1.0,0.5,0.5,2.0,0.5,2.0,0.25,2.0,2.0,0.5,0.5,0.5,0.5,3,Balanced All-Rounder
mesprit,psychic,,80,105,105,105,105,80,210,250.0,0.4867986798679868,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,Fast Attacker
metagross,steel,psychic,80,135,130,95,90,70,230,260.0,0.3729372937293729,0.1739130434782608,1.0,0.5,0.5,1.0,0.5,2.0,2.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.25,2.0,0,Fast Attacker
mew,psychic,,100,100,100,100,100,100,200,250.0,0.7533003300330033,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,Fast Attacker
mewtwo,psychic,,106,110,90,154,90,130,264,233.0,0.9628712871287128,-0.1666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,Fast Attacker
mienshao,fighting,,65,125,60,95,60,105,220,152.5,0.8094059405940595,0.1363636363636363,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,0.5,0.5,2.0,1.0,1.0,2.0,1.0,0.5,1,Physical Attacker
mightyena,dark,,70,90,70,60,60,70,150,165.0,0.3729372937293729,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,0.5,1.0,0.5,7,Generalist
milotic,water,,95,60,79,100,125,81,160,251.5,0.5115511551155115,-0.25,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,2,Generalist
miltank,normal,,95,80,105,40,70,100,120,222.5,0.7533003300330033,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,7,Generalist
minun,electric,,60,40,50,75,85,95,115,165.0,0.6757425742574258,-0.3043478260869565,1.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,5,Speed Sweeper
miraidon,electric,dragon,100,85,100,135,115,135,220,265.0,0.9735973597359736,-0.2272727272727272,1.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5,Speed Sweeper
mismagius,ghost,,60,60,60,105,105,105,165,195.0,0.8094059405940595,-0.2727272727272727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,7,Generalist
moltres,fire,flying,90,100,90,125,85,90,225,220.0,0.6056105610561056,-0.1111111111111111,1.0,0.5,0.5,4.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,4.0,0.25,1.0,0.5,1.0,1.0,1.0,6,Fast Attacker
mothim,bug,flying,70,94,50,94,50,66,188,135.0,0.3325082508250825,0.0,1.0,0.5,1.0,4.0,0.5,1.0,1.0,0.5,1.0,0.5,2.0,2.0,0.5,0.5,1.0,2.0,0.25,0.5,7,Generalist
