name,type1,type2,hp,attack,defense,special-attack,special-defense,speed,id,offensive_index,defensive_index,speed_percentile,physical_special_bias,physical_bulk,special_bulk,bulk_bias,offense_to_bulk_ratio,speed_to_bulk_ratio,special_bulk_percentile,physical_bulk_percentile,type_defense_normal,type_defense_fire,type_defense_water,type_defense_grass,type_defense_electric,type_defense_ice,type_defense_fighting,type_defense_poison,type_defense_ground,type_defense_flying,type_defense_psychic,type_defense_bug,type_defense_rock,type_defense_ghost,type_defense_dragon,type_defense_dark,type_defense_steel,type_defense_fairy,bst,cluster,archetype
orthworm,steel,,70,85,145,60,55,65,,145,235.0,0.3008784773060029,0.1724137931034483,10150,3850,-0.45,0.6170212739701223,0.2765957435038479,0.0636896046852123,0.849194729136164,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,480,2,Defensive Tank
overqwil,dark,poison,85,115,95,65,65,85,,180,202.5,0.5314787701317716,0.2777777777777778,8075,5525,-0.1875,0.8888888844993141,0.4197530843468983,0.3294289897510981,0.678623718887262,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,1.0,510,3,Physical Attacker
pachirisu,electric,,60,45,70,45,90,95,,90,190.0,0.6654465592972182,0.0,4200,5400,0.125,0.473684208033241,0.4999999973684211,0.3162518301610542,0.1354319180087847,1.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,405,8,Balanced All-Rounder
palkia,water,dragon,90,120,100,150,120,100,,270,265.0,0.7379209370424598,-0.1111111111111111,9000,10800,0.0909090909090909,1.0188679206835174,0.3773584891420434,0.9077598828696926,0.7598828696925329,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,680,10,Fast Attacker
palossand,ghost,ground,85,75,110,100,75,35,,175,227.5,0.0695461200585651,-0.1428571428571428,9350,6375,-0.1891891891891892,0.7692307658495351,0.153846153169907,0.4685212298682284,0.7847730600292826,1.0,2.0,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.5,2.0,1.0,480,1,Balanced All-Rounder
pangoro,fighting,dark,95,124,78,69,71,58,,193,196.5,0.2291361639824304,0.2849740932642487,7410,6745,-0.046979865771812,0.9821882901669808,0.2951653928999216,0.5197657393850659,0.5739385065885798,2.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,0.5,1.0,0.25,2.0,2.0,1.0,1.0,1.0,0.25,495,3,Balanced All-Rounder
parasect,bug,grass,60,95,80,60,80,30,,155,190.0,0.0373352855051244,0.2258064516129032,4800,4800,0.0,0.8157894693905817,0.1578947360110803,0.1881405563689604,0.2035139092240117,1.0,0.25,2.0,1.0,1.0,1.0,0.5,0.25,2.0,0.25,2.0,0.5,2.0,0.5,0.5,2.0,0.25,0.5,405,8,Balanced All-Rounder
passimian,fighting,,100,120,90,40,60,80,,160,200.0,0.4721815519765739,0.5,9000,6000,-0.2,0.799999996,0.399999998,0.4004392386530014,0.7598828696925329,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,0.5,0.5,2.0,1.0,1.0,2.0,1.0,0.5,490,3,Physical Attacker
pawmot,electric,fighting,70,115,70,70,60,105,,185,165.0,0.7920937042459737,0.2432432432432432,4900,4200,-0.0769230769230769,1.1212121144168965,0.6363636325068871,0.109809663250366,0.2298682284040995,2.0,1.0,2.0,0.5,0.5,2.0,1.0,0.5,1.0,1.0,0.5,0.5,2.0,1.0,0.5,2.0,1.0,0.5,490,8,Fast Attacker
pecharunt,poison,ghost,88,88,160,88,88,88,,176,292.0,0.5695461200585652,0.0,14080,7744,-0.2903225806451613,0.6027397239632202,0.3013698619816101,0.6559297218155198,0.9692532942898976,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,600,3,Balanced All-Rounder
pelipper,water,flying,60,50,100,95,70,65,,145,200.0,0.3008784773060029,-0.3103448275862069,6000,4200,-0.1764705882352941,0.724999996375,0.324999998375,0.109809663250366,0.390922401171303,1.0,2.0,0.5,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,440,10,Balanced All-Rounder
perrserker,steel,,70,110,100,50,60,50,,160,195.0,0.1756954612005856,0.375,7000,4200,-0.25,0.8205128163050625,0.256410255095332,0.109809663250366,0.5212298682284041,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,440,2,Defensive Tank
persian,normal,,65,70,60,65,65,115,,135,157.5,0.8806734992679356,0.037037037037037,3900,4225,0.04,0.8571428517006803,0.7301587255228017,0.1222547584187408,0.0937042459736456,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,440,3,Balanced All-Rounder
pheromosa,bug,fighting,71,137,37,137,37,151,,274,109.5,0.9956076134699854,0.0,2627,2627,0.0,2.5022830821709308,1.3789954211963888,0.0219619326500732,0.0248901903367496,2.0,0.5,1.0,2.0,1.0,2.0,0.5,0.25,1.0,0.25,1.0,0.5,2.0,0.5,1.0,4.0,0.5,0.25,570,4,Speed Sweeper
pidgeot,normal,flying,83,80,75,70,70,101,,150,186.5,0.7650073206442167,0.0666666666666666,6225,5810,-0.0344827586206896,0.8042895399233805,0.5415549568817428,0.370424597364568,0.4099560761346998,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.25,1.0,1.0,1.0,0.25,1.0,479,3,Balanced All-Rounder
pincurchin,electric,,48,101,95,91,85,15,,192,204.0,0.0058565153733528,0.0520833333333333,4560,4080,-0.0555555555555555,0.9411764659746252,0.0735294114042676,0.0834553440702781,0.1815519765739385,1.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,435,8,Balanced All-Rounder
pinsir,bug,,65,125,100,55,70,85,,180,202.5,0.5314787701317716,0.3888888888888889,6500,4550,-0.1764705882352941,0.8888888844993141,0.4197530843468983,0.1530014641288433,0.452415812591508,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,2.0,0.5,0.5,500,3,Physical Attacker
plusle,electric,,60,50,40,85,75,95,,135,145.0,0.6654465592972182,-0.2592592592592592,2400,4500,0.3043478260869565,0.9310344763376932,0.655172409274673,0.1405563689604685,0.0175695461200585,1.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,405,8,Balanced All-Rounder
politoed,water,,90,75,75,90,100,70,,165,220.0,0.3623718887262079,-0.0909090909090909,6750,9000,0.1428571428571428,0.7499999965909091,0.3181818167355372,0.7767203513909224,0.4978038067349927,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,500,10,Balanced All-Rounder
poliwrath,water,fighting,90,95,95,70,90,70,,165,230.0,0.3623718887262079,0.1515151515151515,8550,8100,-0.027027027027027,0.7173913012287335,0.3043478247637051,0.6998535871156661,0.732796486090776,2.0,2.0,0.5,0.5,1.0,2.0,1.0,0.5,2.0,0.5,0.5,0.5,4.0,1.0,0.5,2.0,2.0,0.5,510,1,Physical Attacker
polteageist,ghost,,60,65,65,134,114,70,,199,209.0,0.3623718887262079,-0.3467336683417085,3900,6840,0.2737430167597765,0.9521531054920904,0.3349282280625443,0.5373352855051244,0.0937042459736456,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,508,3,Balanced All-Rounder
porygon-z,normal,,85,80,70,135,75,90,,215,187.5,0.5966325036603221,-0.2558139534883721,5950,6375,0.0344827586206896,1.146666660551111,0.47999999744,0.4685212298682284,0.3799414348462664,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,535,3,Balanced All-Rounder
primarina,water,fairy,80,74,74,126,116,60,,200,230.0,0.2532942898975109,-0.26,5920,9280,0.2210526315789473,0.869565213610586,0.2608695640831758,0.8038067349926794,0.3748169838945827,1.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,530,5,Balanced All-Rounder
probopass,rock,steel,60,55,145,75,150,40,,130,325.0,0.0951683748169839,-0.1538461538461538,8700,9000,0.0169491525423728,0.3999999987692307,0.1230769226982248,0.7767203513909224,0.7379209370424598,1.0,1.0,0.5,1.0,0.5,4.0,0.5,1.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.25,2.0,525,5,Defensive Tank
purugly,normal,,71,82,64,64,59,112,,146,158.5,0.8682284040995608,0.1232876712328767,4544,4189,-0.040650406504065,0.921135640876116,0.7066246012200341,0.0995607613469985,0.1669106881405563,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,452,3,Balanced All-Rounder
pyukumuku,water,,55,60,130,30,130,5,,90,287.5,0.0021961932650073,0.3333333333333333,7150,7150,0.0,0.3130434771720227,0.0173913042873345,0.5746705710102489,0.541727672035139,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,410,10,Defensive Tank
quagsire,water,ground,95,85,85,65,65,35,,150,197.5,0.0695461200585651,0.1333333333333333,8075,6175,-0.1333333333333333,0.7594936670405384,0.1772151889761256,0.4282576866764275,0.678623718887262,1.0,4.0,0.5,0.25,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,4.0,1.0,430,1,Balanced All-Rounder
quaquaval,water,fighting,85,120,80,85,75,85,,205,197.5,0.5314787701317716,0.1707317073170731,6800,6375,-0.032258064516129,1.0379746782887358,0.4303797446563051,0.4685212298682284,0.5043923865300146,2.0,2.0,0.5,0.5,1.0,2.0,1.0,0.5,2.0,0.5,0.5,0.5,4.0,1.0,0.5,2.0,2.0,0.5,530,1,Physical Attacker
rabsca,bug,psychic,75,50,85,115,100,45,,165,222.5,0.1332357247437774,-0.3939393939393939,6375,7500,0.081081081081081,0.7415730303749527,0.2022471901022598,0.6127379209370425,0.4363103953147877,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,0.25,0.5,470,2,Defensive Tank
raging-bolt,electric,dragon,125,73,91,137,89,75,,210,242.5,0.4150805270863836,-0.3047619047619048,11375,11125,-0.0111111111111111,0.86597937787225,0.3092783492400893,0.9194729136163984,0.903367496339678,1.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,590,8,Balanced All-Rounder
raichu,electric,,60,90,55,90,80,110,,180,165.0,0.8448023426061494,0.0,3300,4800,0.1851851851851851,1.0909090842975206,0.6666666626262626,0.1881405563689604,0.0512445095168374,1.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,485,8,Fast Attacker
raikou,electric,,90,85,75,115,100,115,,200,220.0,0.8806734992679356,-0.15,6750,9000,0.1428571428571428,0.9090909049586776,0.5227272703512397,0.7767203513909224,0.4978038067349927,1.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,580,8,Fast Attacker
rampardos,rock,,97,165,60,65,50,58,,230,158.5,0.2291361639824304,0.4347826086956521,5820,4850,-0.0909090909090909,1.4511040917911413,0.3659305970603748,0.2005856515373353,0.363103953147877,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,495,10,Balanced All-Rounder
rapidash,fire,,65,100,70,80,80,105,,180,182.5,0.7920937042459737,0.1111111111111111,4550,5200,0.0666666666666666,0.9863013644586228,0.5753424626008632,0.2562225475841874,0.1742313323572474,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,1.0,500,6,Fast Attacker
raticate,normal,,55,81,60,50,70,97,,131,157.5,0.698389458272328,0.2366412213740458,3300,3850,0.0769230769230769,0.8317460264651046,0.615873011962711,0.0636896046852123,0.0512445095168374,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,413,3,Balanced All-Rounder
rayquaza,dragon,flying,105,150,90,150,90,95,,300,232.5,0.6654465592972182,0.0,9450,9450,0.0,1.2903225750953868,0.4086021487802058,0.8096632503660323,0.7920937042459737,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,0.25,1.0,680,2,Balanced All-Rounder
regice,ice,,80,50,100,100,200,50,,150,340.0,0.1756954612005856,-0.3333333333333333,8000,16000,0.3333333333333333,0.4411764692906574,0.1470588230968858,0.9875549048316252,0.6559297218155198,1.0,0.5,0.5,2.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,580,2,Defensive Tank
regidrago,dragon,,200,100,50,100,50,80,,200,200.0,0.4721815519765739,0.0,10000,10000,0.0,0.999999995,0.399999998,0.8587115666178624,0.8338213762811127,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,580,2,Defensive Tank
regieleki,electric,,80,100,50,100,50,200,,200,140.0,1.0,0.0,4000,4000,0.0,1.428571418367347,1.428571418367347,0.0783308931185944,0.1054172767203514,1.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,580,8,Speed Sweeper
regigigas,normal,,110,160,110,80,110,100,,240,275.0,0.7379209370424598,0.3333333333333333,12100,12100,0.0,0.872727269553719,0.3636363623140496,0.9516837481698388,0.9341142020497804,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,670,2,Fast Attacker
regirock,rock,,80,100,200,50,100,50,,150,340.0,0.1756954612005856,0.3333333333333333,16000,8000,-0.3333333333333333,0.4411764692906574,0.1470588230968858,0.6852122986822841,0.9846266471449489,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,580,10,Defensive Tank
registeel,steel,,80,75,150,75,150,50,,150,340.0,0.1756954612005856,0.0,12000,12000,0.0,0.4411764692906574,0.1470588230968858,0.9465592972181552,0.9297218155197656,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,580,2,Defensive Tank
relicanth,water,rock,100,90,130,45,65,55,,135,245.0,0.212298682284041,0.3333333333333333,13000,6500,-0.3333333333333333,0.5510204059142024,0.2244897950020824,0.4904831625183016,0.9502196193265008,1.0,4.0,0.5,0.5,1.0,2.0,0.5,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,485,9,Generalist
reshiram,dragon,fire,100,120,100,150,120,90,,270,270.0,0.5966325036603221,-0.1111111111111111,10000,12000,0.0909090909090909,0.9999999962962964,0.3333333320987654,0.9465592972181552,0.8338213762811127,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,680,5,Balanced All-Rounder
reuniclus,psychic,,110,65,75,125,85,30,,190,215.0,0.0373352855051244,-0.3157894736842105,8250,9350,0.0625,0.8837209261222283,0.1395348830719307,0.8060029282576867,0.705710102489019,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,490,0,Balanced All-Rounder
revavroom,steel,poison,80,119,90,54,67,90,,173,197.0,0.5966325036603221,0.3757225433526011,7200,5360,-0.1464968152866242,0.8781725843747584,0.4568527895591229,0.3060029282576866,0.5541727672035139,1.0,0.5,0.5,2.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0,500,5,Physical Attacker
rhyperior,ground,rock,115,140,130,55,55,40,,195,242.5,0.0951683748169839,0.4358974358974359,14950,6325,-0.4054054054054054,0.8041237080242322,0.1649484529280476,0.4626647144948755,0.9751098096632504,1.0,4.0,1.0,0.5,2.0,2.0,0.5,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,535,9,Generalist
ribombee,bug,fairy,60,55,60,95,70,124,,150,160.0,0.9253294289897512,-0.2666666666666666,3600,4200,0.0769230769230769,0.937499994140625,0.7749999951562501,0.109809663250366,0.0644216691068814,1.0,0.25,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,2.0,4.0,0.25,0.5,464,4,Fast Attacker
rillaboom,grass,,100,125,90,60,70,85,,185,210.0,0.5314787701317716,0.3513513513513513,9000,7000,-0.125,0.8809523767573696,0.4047619028344671,0.5439238653001464,0.7598828696925329,1.0,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,1.0,530,8,Physical Attacker
roaring-moon,dragon,dark,105,139,71,55,101,119,,194,224.5,0.8982430453879942,0.4329896907216495,7455,10605,0.1744186046511628,0.8641425351263139,0.5300668127836667,0.903367496339678,0.5768667642752562,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,0.5,0.5,0.5,590,2,Fast Attacker
roserade,grass,poison,60,70,65,125,105,90,,195,200.0,0.5966325036603221,-0.282051282051282,3900,6300,0.2352941176470588,0.974999995125,0.44999999775,0.4465592972181552,0.0937042459736456,1.0,0.5,2.0,1.0,1.0,1.0,1.0,0.25,1.0,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,2.0,515,8,Balanced All-Rounder
rotom,electric,ghost,50,50,77,95,77,91,,145,179.0,0.623718887262079,-0.3103448275862069,3850,3850,0.0,0.810055861396336,0.5083798854280454,0.0636896046852123,0.0834553440702781,1.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.5,0.5,1.0,1.0,440,8,Balanced All-Rounder
runerigus,ground,ghost,58,95,145,50,105,30,,145,279.0,0.0373352855051244,0.3103448275862069,8410,6090,-0.16,0.5197132597859739,0.1075268813350291,0.4165446559297218,0.7225475841874085,1.0,2.0,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.5,2.0,1.0,483,1,Defensive Tank
sableye,dark,ghost,50,75,75,65,65,50,,140,165.0,0.1756954612005856,0.0714285714285714,3750,3250,-0.0714285714285714,0.8484848433425161,0.3030303011937557,0.0395314787701317,0.0739385065885798,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,4.0,0.5,1.0,4.0,1.0,0.25,1.0,0.5,380,3,Balanced All-Rounder
salamence,dragon,flying,95,135,80,110,80,100,,245,207.5,0.7379209370424598,0.1020408163265306,7600,7600,0.0,1.1807228858760344,0.4819277085208303,0.6281112737920937,0.6017569546120058,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,0.25,1.0,600,4,Fast Attacker
salazzle,poison,fire,68,64,60,111,60,117,,175,154.0,0.8938506588579795,-0.2685714285714285,4080,4080,0.0,1.1363636289846517,0.7597402548068815,0.0834553440702781,0.1112737920937042,1.0,0.5,0.5,4.0,1.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,0.25,0.5,0.5,1.0,2.0,2.0,480,6,Fast Attacker
samurott,water,,95,100,85,108,70,70,,208,202.5,0.3623718887262079,-0.0384615384615384,8075,6650,-0.0967741935483871,1.027160488754763,0.3456790106386221,0.5102489019033675,0.678623718887262,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,528,10,Balanced All-Rounder
sandaconda,ground,,72,107,125,65,70,71,,172,231.0,0.3887262079062957,0.2441860465116279,9000,5040,-0.282051282051282,0.7445887413654168,0.3073593060287476,0.232796486090776,0.7598828696925329,1.0,2.0,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,510,1,Physical Attacker
sandslash,ground,,75,100,110,45,55,65,,145,202.5,0.3008784773060029,0.3793103448275862,8250,4125,-0.3333333333333333,0.7160493791800031,0.3209876527358634,0.0885797950219619,0.705710102489019,1.0,2.0,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,450,1,Physical Attacker
sandy-shocks,electric,ground,85,81,97,121,85,101,,202,224.5,0.7650073206442167,-0.198019801980198,8245,7225,-0.0659340659340659,0.899777278842863,0.4498886394214315,0.5929721815519766,0.7027818448023426,1.0,2.0,2.0,0.25,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,570,5,Fast Attacker
sawk,fighting,,75,125,75,30,75,85,,155,187.5,0.5314787701317716,0.6129032258064516,5625,5625,0.0,0.8266666622577779,0.4533333309155555,0.3462664714494876,0.3455344070278184,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,0.5,0.5,2.0,1.0,1.0,2.0,1.0,0.5,465,3,Physical Attacker
sawsbuck,normal,grass,80,100,70,60,70,95,,160,180.0,0.6654465592972182,0.25,5600,5600,0.0,0.8888888839506173,0.527777774845679,0.3367496339677892,0.33601756954612,1.0,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,0.25,1.0,475,8,Physical Attacker
sceptile,grass,,70,85,65,105,85,120,,190,185.0,0.9055636896046853,-0.1052631578947368,4550,5950,0.1333333333333333,1.0270270214755295,0.6486486451424398,0.3865300146412884,0.1742313323572474,1.0,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,1.0,530,8,Fast Attacker
scizor,bug,steel,70,130,100,55,80,65,,185,215.0,0.3008784773060029,0.4054054054054054,7000,5600,-0.1111111111111111,0.8604651122769065,0.3023255799891833,0.3367496339677892,0.5212298682284041,1.0,0.25,0.5,2.0,0.5,2.0,0.5,0.5,1.0,0.5,2.0,1.0,2.0,0.5,1.0,2.0,0.25,1.0,500,5,Physical Attacker
scolipede,bug,poison,60,100,89,55,69,112,,155,188.0,0.8682284040995608,0.2903225806451613,5340,4140,-0.1265822784810126,0.8244680807209145,0.5957446776822092,0.0937042459736456,0.2957540263543192,1.0,0.5,1.0,4.0,1.0,1.0,0.5,0.25,0.5,0.5,2.0,1.0,0.5,0.25,1.0,2.0,0.5,1.0,485,3,Physical Attacker
scovillain,grass,fire,65,108,65,108,65,75,,216,162.5,0.4150805270863836,0.0,4225,4225,0.0,1.3292307610508876,0.4615384586982248,0.1222547584187408,0.1464128843338213,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,486,5,Balanced All-Rounder
scrafty,dark,fighting,65,90,115,45,115,58,,135,262.5,0.2291361639824304,0.3333333333333333,7475,7475,0.0,0.5142857123265306,0.2209523801106576,0.6061493411420205,0.5812591508052709,2.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,0.5,1.0,0.25,2.0,2.0,1.0,1.0,1.0,0.25,488,3,Defensive Tank
scream-tail,fairy,psychic,115,65,99,65,115,111,,130,271.5,0.863103953147877,0.0,11385,13225,0.0747663551401869,0.4788213610356487,0.4088397774996693,0.9736456808199122,0.904831625183016,1.0,0.5,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,0.25,1.0,570,0,Balanced All-Rounder
seaking,water,,80,92,65,65,80,68,,157,185.0,0.3338213762811127,0.1719745222929936,5200,6400,0.1034482758620689,0.8486486440613586,0.3675675655807158,0.4780380673499268,0.260614934114202,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,450,10,Balanced All-Rounder
seismitoad,water,ground,105,95,75,85,75,74,,180,202.5,0.4004392386530014,0.0555555555555555,7875,7875,0.0,0.8888888844993141,0.3654320969608292,0.6720351390922401,0.6405563689604685,1.0,4.0,0.5,0.25,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,4.0,1.0,509,1,Balanced All-Rounder
serperior,grass,,75,75,95,75,95,113,,150,227.5,0.8711566617862372,0.0,7125,7125,0.0,0.6593406564424587,0.4967032945199855,0.5644216691068814,0.5351390922401171,1.0,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,1.0,528,8,Balanced All-Rounder
seviper,poison,,73,100,60,100,60,65,,200,156.5,0.3008784773060029,0.0,4380,4380,0.0,1.277955263399647,0.4153354606048852,0.1295754026354319,0.1530014641288433,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,458,3,Balanced All-Rounder
sharpedo,water,dark,70,120,40,95,40,95,,215,115.0,0.6654465592972182,0.1162790697674418,2800,2800,0.0,1.869565201134216,0.8260869493383743,0.0292825768667642,0.0307467057101024,1.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1.0,2.0,0.5,2.0,2.0,0.5,0.5,2.0,0.5,460,10,Physical Attacker
shedinja,bug,ghost,1,90,45,30,30,40,,120,75.5,0.0951683748169839,0.5,45,30,-0.2,1.5894039524582255,0.5298013174860753,0.0014641288433382,0.0014641288433382,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,236,3,Balanced All-Rounder
shiftry,grass,dark,90,100,60,90,60,80,,190,165.0,0.4721815519765739,0.0526315789473684,5400,5400,0.0,1.151515144536272,0.4848484819100092,0.3162518301610542,0.3118594436310395,1.0,0.5,2.0,0.5,1.0,1.0,0.5,0.5,2.0,0.5,2.0,0.25,2.0,2.0,0.5,0.5,0.5,0.5,480,8,Balanced All-Rounder
shiinotic,grass,fairy,60,45,80,90,100,30,,135,210.0,0.0373352855051244,-0.3333333333333333,4800,6000,0.1111111111111111,0.6428571397959184,0.1428571421768707,0.4004392386530014,0.2035139092240117,1.0,0.25,2.0,0.5,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,0.25,1.0,405,8,Balanced All-Rounder
